t_s,phase,label,jaw_measured,jaw_commanded,gripper_current,gripper_vel
54.147,open,uncertain,0.508,0.3056,392.0,0.5055
54.185,open,uncertain,0.508,0.2778,392.0,0.5055
54.218,open,uncertain,0.4786,0.25,420.0,0.5881
54.257,open,uncertain,0.4493,0.2222,456.0,0.6115
54.291,open,uncertain,0.4493,0.1944,456.0,0.6115
54.326,open,uncertain,0.4131,0.1667,456.0,0.6469
54.365,open,uncertain,0.377,0.1389,519.0,0.7291
54.399,open,uncertain,0.377,0.1111,519.0,0.7291
54.435,open,uncertain,0.3416,0.0833,542.0,0.7526
54.470,open,uncertain,0.3041,0.0556,547.0,0.7644
54.507,open,uncertain,0.3041,0.0278,547.0,0.7644
54.541,open,uncertain,0.2671,0.0,545.0,0.7762
54.577,open,uncertain,0.2288,0.0,563.0,0.7762
54.610,open,uncertain,0.2288,0.0,563.0,0.7762
54.645,open,uncertain,0.1543,0.0,436.0,0.7645
54.679,open,uncertain,0.1543,0.0,436.0,0.7645
54.715,open,uncertain,0.1543,0.0,436.0,0.7645
54.754,open,not_held,0.0994,0.0,309.0,0.5296
54.791,open,not_held,0.0994,0.0,309.0,0.5296
54.825,open,not_held,0.0994,0.0,309.0,0.5296
54.862,open,not_held,0.0693,0.0,194.0,0.2472
54.900,open,not_held,0.0693,0.0,194.0,0.2472
54.936,open,not_held,0.0587,0.0,180.0,0.1882
54.970,open,not_held,0.0534,0.0,145.0,0.1413
55.009,open,not_held,0.0534,0.0,145.0,0.1413
55.045,open,not_held,0.0467,0.0,131.0,0.1177
55.079,open,not_held,0.0437,0.0,105.0,0.0942
55.118,open,not_held,0.0437,0.0,105.0,0.0942
55.152,open,not_held,0.0399,0.0,97.0,0.0588
55.186,open,not_held,0.0376,0.0,86.0,0.0471
55.219,open,not_held,0.0376,0.0,86.0,0.0471
55.258,open,not_held,0.0346,0.0,82.0,0.0353
55.292,open,not_held,0.0339,0.0,67.0,0.0236
55.326,open,not_held,0.0339,0.0,67.0,0.0236
55.359,open,not_held,0.0308,0.0,63.0,0.0236
55.397,open,not_held,0.0301,0.0,53.0,0.0236
55.432,open,not_held,0.0301,0.0,53.0,0.0236
55.470,open,not_held,0.0271,0.0,54.0,0.0118
55.508,open,not_held,0.0271,0.0,54.0,0.0118
55.542,open,not_held,0.0271,0.0,54.0,0.0118
55.579,open,not_held,0.0263,0.0,30.0,0.0118
55.613,open,not_held,0.0263,0.0,30.0,0.0118
55.648,open,not_held,0.0263,0.0,30.0,0.0118
55.685,open,not_held,0.0256,0.0,50.0,-0.0
55.724,open,not_held,0.0256,0.0,50.0,-0.0
55.757,open,not_held,0.0248,0.0,50.0,-0.0
55.796,open,not_held,0.0241,0.0,46.0,-0.0
55.831,open,not_held,0.0241,0.0,46.0,-0.0
55.865,open,not_held,0.0233,0.0,46.0,-0.0
55.903,open,not_held,0.0233,0.0,43.0,-0.0
55.942,open,not_held,0.0233,0.0,43.0,-0.0
55.976,open,not_held,0.0226,0.0,43.0,-0.0
56.011,open,not_held,0.0226,0.0,43.0,-0.0
56.044,open,not_held,0.0226,0.0,43.0,-0.0
56.081,open,not_held,0.0218,0.0,43.0,-0.0
56.119,open,not_held,0.0218,0.0,41.0,-0.0
56.156,open,not_held,0.0218,0.0,41.0,-0.0
56.194,open,not_held,0.0218,0.0,43.0,-0.0
56.229,open,not_held,0.0218,0.0,43.0,-0.0
56.265,open,not_held,0.0218,0.0,43.0,-0.0
56.305,back_out,not_held,0.0218,0.0,43.0,-0.0
56.340,back_out,not_held,0.0218,0.0,43.0,-0.0
56.378,back_out,not_held,0.0218,0.0,43.0,-0.0
56.416,back_out,not_held,0.0218,0.0,43.0,-0.0
56.454,back_out,not_held,0.0218,0.0,43.0,-0.0
56.490,back_out,not_held,0.0218,0.0,43.0,-0.0
56.529,back_out,not_held,0.0218,0.0,43.0,-0.0
56.567,back_out,not_held,0.0218,0.0,43.0,-0.0
56.605,back_out,not_held,0.0218,0.0,42.0,-0.0
56.640,back_out,not_held,0.0218,0.0,42.0,-0.0
56.679,back_out,not_held,0.0218,0.0,42.0,-0.0
56.717,back_out,not_held,0.0218,0.0,43.0,-0.0
56.757,back_out,not_held,0.0218,0.0,43.0,-0.0
56.795,back_out,not_held,0.0211,0.0,37.0,-0.0
56.833,back_out,not_held,0.0211,0.0,37.0,-0.0
56.868,back_out,not_held,0.0211,0.0,37.0,-0.0
56.904,back_out,not_held,0.0211,0.0,37.0,-0.0
56.942,back_out,not_held,0.0211,0.0,37.0,-0.0
56.979,back_out,not_held,0.0211,0.0,37.0,-0.0
57.015,back_out,not_held,0.0211,0.0,37.0,-0.0
57.050,back_out,not_held,0.0211,0.0,37.0,-0.0
57.086,back_out,not_held,0.0211,0.0,37.0,-0.0
57.120,back_out,not_held,0.0211,0.0,37.0,-0.0
57.159,back_out,not_held,0.0211,0.0,37.0,-0.0
57.196,back_out,not_held,0.0211,0.0,37.0,-0.0
57.232,back_out,not_held,0.0211,0.0,37.0,-0.0
57.268,back_out,not_held,0.0211,0.0,37.0,-0.0
57.304,back_out,not_held,0.0203,0.0,37.0,-0.0
57.342,back_out,not_held,0.0203,0.0,37.0,-0.0
57.379,back_out,not_held,0.0203,0.0,37.0,-0.0
57.415,back_out,not_held,0.0203,0.0,37.0,-0.0
57.452,back_out,not_held,0.0188,0.0,36.0,-0.0
57.486,back_out,not_held,0.0188,0.0,36.0,-0.0
57.520,back_out,not_held,0.018,0.0,36.0,-0.0
57.557,back_out,not_held,0.0195,0.0,33.0,-0.0
57.590,back_out,not_held,0.0195,0.0,33.0,-0.0
57.629,back_out,not_held,0.0203,0.0,34.0,-0.0
57.665,back_out,not_held,0.0203,0.0,34.0,-0.0
57.703,back_out,not_held,0.0203,0.0,34.0,-0.0
57.740,back_out,not_held,0.0188,0.0,34.0,-0.0
57.777,back_out,not_held,0.0188,0.0,34.0,-0.0
57.815,back_out,not_held,0.0188,0.0,34.0,-0.0
57.854,back_out,not_held,0.0203,0.0,32.0,-0.0
57.891,back_out,not_held,0.0203,0.0,32.0,-0.0
57.929,back_out,not_held,0.0203,0.0,32.0,-0.0
57.963,back_out,not_held,0.0203,0.0,31.0,-0.0
58.003,back_out,not_held,0.0203,0.0,31.0,-0.0
58.040,back_out,not_held,0.0188,0.0,34.0,-0.0
58.078,back_out,not_held,0.0188,0.0,34.0,-0.0
58.117,back_out,not_held,0.018,0.0,34.0,-0.0
58.152,back_out,not_held,0.018,0.0,36.0,-0.0
58.187,back_out,not_held,0.018,0.0,36.0,-0.0
58.225,back_out,not_held,0.0188,0.0,36.0,-0.0
58.263,back_out,not_held,0.0188,0.0,37.0,-0.0
58.301,back_out,not_held,0.0188,0.0,37.0,-0.0
58.339,back_out,not_held,0.0188,0.0,32.0,-0.0
58.378,back_out,not_held,0.0188,0.0,32.0,-0.0
58.417,back_out,not_held,0.0188,0.0,32.0,-0.0
58.455,back_out,not_held,0.018,0.0,35.0,-0.0
58.489,back_out,not_held,0.018,0.0,35.0,-0.0
58.528,back_out,not_held,0.018,0.0,35.0,-0.0
58.566,back_out,not_held,0.0195,0.0,36.0,-0.0
58.605,back_out,not_held,0.0195,0.0,36.0,-0.0
58.643,back_out,not_held,0.0203,0.0,36.0,-0.0
58.681,back_out,not_held,0.0203,0.0,31.0,-0.0
58.715,back_out,not_held,0.0203,0.0,31.0,-0.0
58.753,back_out,not_held,0.0188,0.0,35.0,-0.0
58.791,back_out,not_held,0.0188,0.0,35.0,-0.0
58.828,back_out,not_held,0.0188,0.0,35.0,-0.0
58.867,back_out,not_held,0.0203,0.0,32.0,-0.0
58.905,back_out,not_held,0.0203,0.0,32.0,-0.0
58.938,back_out,not_held,0.0203,0.0,32.0,-0.0
58.974,back_out,not_held,0.018,0.0,33.0,-0.0
59.007,back_out,not_held,0.018,0.0,33.0,-0.0
59.046,back_out,not_held,0.0188,0.0,33.0,-0.0
59.081,back_out,not_held,0.0188,0.0,33.0,-0.0
59.119,back_out,not_held,0.0188,0.0,33.0,-0.0
59.157,back_out,not_held,0.0195,0.0,31.0,-0.0
59.191,back_out,not_held,0.0195,0.0,31.0,-0.0
59.225,back_out,not_held,0.0195,0.0,31.0,-0.0
59.264,back_out,not_held,0.0203,0.0,29.0,-0.0
59.302,back_out,not_held,0.0203,0.0,29.0,-0.0
59.340,back_out,not_held,0.0203,0.0,29.0,-0.0
59.376,back_out,not_held,0.0188,0.0,35.0,-0.0
59.414,back_out,not_held,0.0188,0.0,35.0,-0.0
59.451,back_out,not_held,0.0188,0.0,35.0,-0.0
59.490,back_out,not_held,0.0188,0.0,33.0,-0.0
59.524,back_out,not_held,0.0188,0.0,33.0,-0.0
59.559,back_out,not_held,0.0188,0.0,33.0,-0.0
59.593,back_out,not_held,0.0188,0.0,33.0,-0.0
59.631,back_out,not_held,0.0188,0.0,33.0,-0.0
59.666,back_out,not_held,0.0188,0.0,33.0,-0.0
59.704,back_out,not_held,0.0188,0.0,33.0,-0.0
59.743,back_out,not_held,0.0188,0.0,33.0,-0.0
59.781,back_out,not_held,0.0188,0.0,35.0,-0.0
59.819,back_out,not_held,0.0188,0.0,35.0,-0.0
59.857,back_out,not_held,0.0188,0.0,35.0,-0.0
59.891,back_out,not_held,0.0188,0.0,32.0,-0.0
59.929,back_out,not_held,0.0188,0.0,32.0,-0.0
59.968,back_out,not_held,0.0188,0.0,32.0,-0.0
60.005,back_out,not_held,0.0188,0.0,33.0,-0.0
60.043,back_out,not_held,0.0188,0.0,33.0,-0.0
60.078,back_out,not_held,0.0188,0.0,33.0,-0.0
60.117,back_out,not_held,0.0188,0.0,32.0,-0.0
60.153,back_out,not_held,0.0188,0.0,32.0,-0.0
60.191,back_out,not_held,0.0195,0.0,29.0,-0.0
60.229,back_out,not_held,0.0195,0.0,29.0,-0.0
60.268,back_out,not_held,0.0195,0.0,29.0,-0.0
60.306,back_out,not_held,0.0188,0.0,31.0,-0.0
60.341,back_out,not_held,0.0188,0.0,31.0,-0.0
60.376,back_out,not_held,0.018,0.0,31.0,-0.0
60.411,back_out,not_held,0.018,0.0,33.0,-0.0
60.448,back_out,not_held,0.018,0.0,33.0,-0.0
60.485,back_out,not_held,0.018,0.0,33.0,-0.0
60.519,back_out,not_held,0.0195,0.0,32.0,-0.0
60.557,back_out,not_held,0.0195,0.0,32.0,-0.0
60.595,back_out,not_held,0.0203,0.0,32.0,-0.0
60.632,back_out,not_held,0.0188,0.0,35.0,-0.0
60.671,back_out,not_held,0.0188,0.0,35.0,-0.0
60.705,back_out,not_held,0.0188,0.0,31.0,-0.0
60.743,back_out,not_held,0.0188,0.0,31.0,-0.0
60.779,back_out,not_held,0.0188,0.0,31.0,-0.0
60.818,back_out,not_held,0.0188,0.0,34.0,-0.0
60.853,back_out,not_held,0.0188,0.0,34.0,-0.0
60.891,back_out,not_held,0.018,0.0,34.0,-0.0
60.928,back_out,not_held,0.018,0.0,31.0,-0.0
60.962,clear,not_held,0.018,0.0,31.0,-0.0
60.996,clear,not_held,0.0188,0.0,31.0,-0.0
61.032,clear,not_held,0.0188,0.0,30.0,-0.0
61.071,clear,not_held,0.0188,0.0,30.0,-0.0
61.108,clear,not_held,0.018,0.0,30.0,-0.0
61.141,clear,not_held,0.018,0.0,33.0,-0.0
61.179,clear,not_held,0.018,0.0,33.0,-0.0
61.218,clear,not_held,0.0203,0.0,32.0,-0.0
61.256,clear,not_held,0.0203,0.0,32.0,-0.0
61.292,clear,not_held,0.0203,0.0,33.0,-0.0
61.327,clear,not_held,0.0188,0.0,34.0,-0.0
61.365,clear,not_held,0.0188,0.0,34.0,-0.0
61.404,clear,not_held,0.018,0.0,33.0,-0.0
61.442,clear,not_held,0.018,0.0,37.0,-0.0
61.477,clear,not_held,0.018,0.0,37.0,-0.0
61.515,clear,not_held,0.0188,0.0,37.0,-0.0
61.553,clear,not_held,0.0188,0.0,30.0,-0.0
61.591,clear,not_held,0.0188,0.0,30.0,-0.0
61.630,clear,not_held,0.018,0.0,30.0,-0.0
61.666,clear,not_held,0.018,0.0,30.0,-0.0
61.704,clear,not_held,0.018,0.0,30.0,-0.0
61.743,clear,not_held,0.0188,0.0,31.0,-0.0
61.777,clear,not_held,0.0188,0.0,31.0,-0.0
61.815,clear,not_held,0.0188,0.0,31.0,-0.0
61.849,clear,not_held,0.0203,0.0,34.0,-0.0
61.883,clear,not_held,0.0203,0.0,34.0,-0.0
61.918,clear,not_held,0.0195,0.0,34.0,-0.0
61.954,clear,not_held,0.018,0.0,35.0,-0.0
61.993,clear,not_held,0.018,0.0,35.0,-0.0
62.028,clear,not_held,0.0188,0.0,35.0,-0.0
62.063,clear,not_held,0.0203,0.0,30.0,-0.0
62.098,clear,not_held,0.0203,0.0,30.0,-0.0
62.132,clear,not_held,0.0203,0.0,30.0,-0.0
62.167,clear,not_held,0.0188,0.0,29.0,-0.0
62.205,clear,not_held,0.0188,0.0,29.0,-0.0
62.241,clear,not_held,0.0188,0.0,30.0,-0.0
62.279,clear,not_held,0.0188,0.0,30.0,-0.0
62.317,clear,not_held,0.0188,0.0,31.0,-0.0
62.356,clear,not_held,0.0188,0.0,30.0,-0.0
62.394,clear,not_held,0.0188,0.0,30.0,-0.0
62.428,clear,not_held,0.018,0.0,29.0,-0.0
62.462,clear,not_held,0.018,0.0,30.0,-0.0
62.500,clear,not_held,0.018,0.0,30.0,-0.0
62.534,clear,not_held,0.0188,0.0,30.0,-0.0
62.571,clear,not_held,0.0188,0.0,35.0,-0.0
62.609,clear,not_held,0.0188,0.0,35.0,-0.0
62.648,survey_again,not_held,0.0188,0.0,35.0,-0.0
62.684,survey_again,not_held,0.0188,0.0,29.0,-0.0
62.722,survey_again,not_held,0.0188,0.0,29.0,-0.0
62.758,survey_again,not_held,0.018,0.0,36.0,-0.0
62.796,survey_again,not_held,0.018,0.0,36.0,-0.0
62.834,survey_again,not_held,0.018,0.0,36.0,-0.0
62.873,survey_again,not_held,0.0195,0.0,31.0,-0.0
62.911,survey_again,not_held,0.0195,0.0,31.0,-0.0
62.945,survey_again,not_held,0.0203,0.0,31.0,-0.0
62.980,survey_again,not_held,0.0188,0.0,29.0,-0.0
63.017,survey_again,not_held,0.0188,0.0,29.0,-0.0
63.055,survey_again,not_held,0.0188,0.0,29.0,-0.0
63.090,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.125,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.160,survey_again,not_held,0.0188,0.0,35.0,-0.0
63.194,survey_again,not_held,0.0188,0.0,35.0,-0.0
63.232,survey_again,not_held,0.0188,0.0,35.0,-0.0
63.270,survey_again,not_held,0.018,0.0,31.0,-0.0
63.309,survey_again,not_held,0.018,0.0,31.0,-0.0
63.347,survey_again,not_held,0.0188,0.0,31.0,-0.0
63.385,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.423,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.458,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.496,survey_again,not_held,0.0188,0.0,31.0,-0.0
63.532,survey_again,not_held,0.0188,0.0,31.0,-0.0
63.566,survey_again,not_held,0.018,0.0,31.0,-0.0
63.603,survey_again,not_held,0.018,0.0,31.0,-0.0
63.639,survey_again,not_held,0.018,0.0,31.0,-0.0
63.674,survey_again,not_held,0.018,0.0,31.0,-0.0
63.708,survey_again,not_held,0.018,0.0,30.0,-0.0
63.745,survey_again,not_held,0.018,0.0,30.0,-0.0
63.780,survey_again,not_held,0.0188,0.0,33.0,-0.0
63.815,survey_again,not_held,0.0188,0.0,33.0,-0.0
63.850,survey_again,not_held,0.0188,0.0,33.0,-0.0
63.885,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.920,survey_again,not_held,0.0188,0.0,30.0,-0.0
63.958,survey_again,not_held,0.018,0.0,30.0,-0.0
63.992,survey_again,not_held,0.018,0.0,30.0,-0.0
64.026,survey_again,not_held,0.018,0.0,30.0,-0.0
64.064,survey_again,not_held,0.0188,0.0,30.0,-0.0
64.098,survey_again,not_held,0.0188,0.0,34.0,-0.0
64.132,survey_again,not_held,0.0188,0.0,34.0,-0.0
64.166,survey_again,not_held,0.0188,0.0,34.0,-0.0
64.202,survey_again,not_held,0.0188,0.0,33.0,-0.0
64.235,survey_again,not_held,0.0188,0.0,33.0,-0.0
64.272,survey_again,not_held,0.0188,0.0,33.0,-0.0
64.308,survey_again,not_held,0.0203,0.0,35.0,-0.0
64.343,survey_again,not_held,0.0203,0.0,35.0,-0.0
64.378,survey_again,not_held,0.0195,0.0,35.0,-0.0
64.414,survey_again,not_held,0.018,0.0,31.0,-0.0
64.448,survey_again,not_held,0.018,0.0,31.0,-0.0
64.487,survey_again,not_held,0.018,0.0,31.0,-0.0
64.525,survey_again,not_held,0.018,0.0,32.0,-0.0
64.559,survey_again,not_held,0.018,0.0,32.0,-0.0
64.595,survey_again,not_held,0.0188,0.0,32.0,-0.0
64.631,survey_again,not_held,0.0188,0.0,31.0,-0.0
64.669,survey_again,not_held,0.0188,0.0,31.0,-0.0
64.707,survey_again,not_held,0.018,0.0,31.0,-0.0
64.741,survey_again,not_held,0.018,0.0,31.0,-0.0
64.780,survey_again,not_held,0.0188,0.0,31.0,-0.0
64.816,survey_again,not_held,0.0188,0.0,34.0,-0.0
64.851,survey_again,not_held,0.0188,0.0,34.0,-0.0
64.889,survey_again,not_held,0.018,0.0,34.0,-0.0
64.925,survey_again,not_held,0.018,0.0,30.0,-0.0
64.960,survey_again,not_held,0.018,0.0,30.0,-0.0
64.999,survey_again,not_held,0.0188,0.0,30.0,-0.0
65.037,survey_again,not_held,0.0188,0.0,31.0,-0.0
65.071,survey_again,not_held,0.0188,0.0,31.0,-0.0
65.106,survey_again,not_held,0.0188,0.0,31.0,-0.0
65.143,survey_again,not_held,0.0203,0.0,32.0,-0.0
65.181,survey_again,not_held,0.0203,0.0,32.0,-0.0
65.219,survey_again,not_held,0.018,0.0,31.0,-0.0
65.256,survey_again,not_held,0.018,0.0,31.0,-0.0
65.295,survey_again,not_held,0.018,0.0,31.0,-0.0
65.333,survey_again,not_held,0.0195,0.0,33.0,-0.0
65.369,survey_again,not_held,0.0195,0.0,33.0,-0.0
65.402,survey_again,not_held,0.0203,0.0,33.0,-0.0
65.441,survey_again,not_held,0.0203,0.0,30.0,-0.0
65.477,survey_again,not_held,0.0203,0.0,30.0,-0.0
65.512,survey_again,not_held,0.0188,0.0,33.0,-0.0
65.551,survey_again,not_held,0.0188,0.0,33.0,-0.0
65.588,survey_again,not_held,0.0188,0.0,33.0,-0.0
65.626,survey_again,not_held,0.018,0.0,29.0,-0.0
65.663,survey_again,not_held,0.018,0.0,29.0,-0.0
65.699,survey_again,not_held,0.018,0.0,29.0,-0.0
65.736,survey_again,not_held,0.018,0.0,34.0,-0.0
65.770,survey_again,not_held,0.018,0.0,34.0,-0.0
65.808,survey_again,not_held,0.018,0.0,34.0,-0.0
65.843,survey_again,not_held,0.0195,0.0,33.0,-0.0
65.879,survey_again,not_held,0.0195,0.0,33.0,-0.0
65.916,survey_again,not_held,0.0203,0.0,33.0,-0.0
65.950,survey_again,not_held,0.0188,0.0,31.0,-0.0
65.985,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.019,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.057,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.092,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.126,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.162,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.196,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.232,survey_again,not_held,0.0188,0.0,30.0,-0.0
66.267,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.302,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.340,survey_again,not_held,0.0188,0.0,34.0,-0.0
66.374,survey_again,not_held,0.0188,0.0,34.0,-0.0
66.408,survey_again,not_held,0.0188,0.0,34.0,-0.0
66.444,survey_again,not_held,0.0195,0.0,29.0,-0.0
66.482,survey_again,not_held,0.0195,0.0,29.0,-0.0
66.517,survey_again,not_held,0.0195,0.0,29.0,-0.0
66.555,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.592,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.629,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.668,survey_again,not_held,0.0188,0.0,34.0,-0.0
66.706,survey_again,not_held,0.0188,0.0,34.0,-0.0
66.744,survey_again,not_held,0.018,0.0,34.0,-0.0
66.781,survey_again,not_held,0.018,0.0,31.0,-0.0
66.816,survey_again,not_held,0.018,0.0,31.0,-0.0
66.854,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.891,survey_again,not_held,0.0188,0.0,31.0,-0.0
66.930,survey_again,not_held,0.018,0.0,31.0,-0.0
66.967,survey_again,not_held,0.018,0.0,31.0,-0.0
67.003,survey_again,not_held,0.018,0.0,31.0,-0.0
67.038,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.074,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.112,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.149,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.188,survey_again,not_held,0.0203,0.0,31.0,-0.0
67.227,survey_again,not_held,0.0203,0.0,31.0,-0.0
67.265,survey_again,not_held,0.0188,0.0,30.0,-0.0
67.303,survey_again,not_held,0.0188,0.0,30.0,-0.0
67.341,survey_again,not_held,0.0188,0.0,30.0,-0.0
67.379,survey_again,not_held,0.018,0.0,33.0,-0.0
67.415,survey_again,not_held,0.018,0.0,33.0,-0.0
67.454,survey_again,not_held,0.0188,0.0,32.0,-0.0
67.490,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.529,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.567,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.605,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.644,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.682,survey_again,not_held,0.018,0.0,31.0,-0.0
67.720,survey_again,not_held,0.018,0.0,31.0,-0.0
67.755,survey_again,not_held,0.018,0.0,31.0,-0.0
67.793,survey_again,not_held,0.0203,0.0,30.0,-0.0
67.831,survey_again,not_held,0.0203,0.0,30.0,-0.0
67.867,survey_again,not_held,0.0203,0.0,30.0,-0.0
67.901,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.935,survey_again,not_held,0.0188,0.0,31.0,-0.0
67.973,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.012,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.050,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.088,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.124,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.158,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.192,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.228,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.266,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.304,survey_again,not_held,0.0203,0.0,30.0,-0.0
68.341,survey_again,not_held,0.0203,0.0,30.0,-0.0
68.379,survey_again,not_held,0.0203,0.0,31.0,-0.0
68.415,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.454,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.492,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.528,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.566,survey_again,not_held,0.0188,0.0,31.0,-0.0
68.605,survey_again,not_held,0.0188,0.0,30.0,-0.0
68.644,survey_again,not_held,0.0188,0.0,30.0,-0.0
68.679,survey_again,not_held,0.0188,0.0,30.0,-0.0
68.714,survey_again,not_held,0.0203,0.0,35.0,-0.0
68.748,survey_again,not_held,0.0203,0.0,35.0,-0.0
68.787,survey_again,not_held,0.0203,0.0,35.0,-0.0
68.825,survey_again,not_held,0.0188,0.0,35.0,-0.0
68.859,survey_again,not_held,0.0188,0.0,35.0,-0.0
68.895,survey_again,not_held,0.0188,0.0,35.0,-0.0
68.931,survey_again,not_held,0.0188,0.0,32.0,-0.0
68.970,survey_again,not_held,0.0188,0.0,32.0,-0.0
69.008,survey_again,not_held,0.0188,0.0,30.0,-0.0
69.046,survey_again,not_held,0.0188,0.0,30.0,-0.0
69.084,survey_again,not_held,0.0188,0.0,30.0,-0.0
69.122,survey_again,not_held,0.0188,0.0,31.0,-0.0
69.161,survey_again,not_held,0.0188,0.0,31.0,-0.0
69.198,survey_again,not_held,0.0188,0.0,31.0,-0.0
69.236,survey_again,not_held,0.0188,0.0,33.0,-0.0
69.274,survey_again,not_held,0.0188,0.0,33.0,-0.0
69.308,survey_again,not_held,0.018,0.0,33.0,-0.0
69.346,survey_again,not_held,0.018,0.0,34.0,-0.0
69.384,survey_again,not_held,0.018,0.0,34.0,-0.0
69.422,survey_again,not_held,0.0188,0.0,30.0,-0.0
69.460,survey_again,not_held,0.0188,0.0,30.0,-0.0
69.498,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.536,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.574,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.612,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.651,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.689,survey_again,not_held,0.0188,0.0,29.0,-0.0
69.728,return,not_held,0.018,0.0,31.0,-0.0
69.764,return,not_held,0.018,0.0,31.0,-0.0
69.798,return,not_held,0.018,0.0,31.0,-0.0
69.832,return,not_held,0.0203,0.0,30.0,-0.0
69.870,return,not_held,0.0203,0.0,30.0,-0.0
69.907,return,not_held,0.0195,0.0,30.0,-0.0
69.946,return,not_held,0.018,0.0,31.0,-0.0
69.985,return,not_held,0.018,0.0,31.0,-0.0
70.023,return,not_held,0.018,0.0,30.0,-0.0
70.059,return,not_held,0.018,0.0,30.0,-0.0
70.093,return,not_held,0.018,0.0,30.0,-0.0
70.132,return,not_held,0.0203,0.0,32.0,-0.0
70.170,return,not_held,0.0203,0.0,32.0,-0.0
70.205,return,not_held,0.0203,0.0,32.0,-0.0
70.241,return,not_held,0.0188,0.0,32.0,-0.0
70.279,return,not_held,0.0188,0.0,32.0,-0.0
70.315,return,not_held,0.0188,0.0,32.0,-0.0
70.354,return,not_held,0.0188,0.0,34.0,-0.0
70.389,return,not_held,0.0188,0.0,34.0,-0.0
70.426,return,not_held,0.018,0.0,34.0,-0.0
70.462,return,not_held,0.018,0.0,30.0,-0.0
70.500,return,not_held,0.018,0.0,30.0,-0.0
70.535,return,not_held,0.0188,0.0,30.0,-0.0
70.569,return,not_held,0.0188,0.0,31.0,-0.0
70.607,return,not_held,0.0188,0.0,31.0,-0.0
70.642,return,not_held,0.0188,0.0,29.0,-0.0
70.676,return,not_held,0.0188,0.0,29.0,-0.0
70.715,return,not_held,0.0188,0.0,29.0,-0.0
70.749,return,not_held,0.0188,0.0,30.0,-0.0
70.783,return,not_held,0.0188,0.0,30.0,-0.0
70.818,return,not_held,0.0188,0.0,30.0,-0.0
70.855,return,not_held,0.018,0.0,31.0,-0.0
70.891,return,not_held,0.018,0.0,31.0,-0.0
70.924,return,not_held,0.018,0.0,31.0,-0.0
70.962,return,not_held,0.0188,0.0,34.0,-0.0
70.998,return,not_held,0.0188,0.0,34.0,-0.0
71.032,return,not_held,0.0188,0.0,34.0,-0.0
71.066,return,not_held,0.0188,0.0,31.0,-0.0
71.102,return,not_held,0.0188,0.0,31.0,-0.0
71.137,return,not_held,0.0188,0.0,31.0,-0.0
71.175,return,not_held,0.0188,0.0,31.0,-0.0
71.209,return,not_held,0.0188,0.0,31.0,-0.0
71.248,return,not_held,0.0188,0.0,31.0,-0.0
71.283,return,not_held,0.0188,0.0,31.0,-0.0
