t_s,phase,label,jaw_measured,jaw_commanded,gripper_current,gripper_vel
76.803,standoff,not_held,0.015,0.0,17.0,-0.0
76.837,standoff,not_held,0.015,0.0,17.0,-0.0
76.876,standoff,not_held,0.015,0.0,17.0,-0.0
76.914,standoff,not_held,0.0158,0.0,17.0,-0.0
76.953,standoff,not_held,0.0158,0.0,17.0,-0.0
76.991,standoff,not_held,0.0158,0.0,17.0,-0.0
77.029,standoff,not_held,0.015,0.0,17.0,-0.0
77.066,standoff,not_held,0.015,0.0,17.0,-0.0
77.102,standoff,not_held,0.015,0.0,17.0,-0.0
77.138,standoff,not_held,0.015,0.0,18.0,-0.0
77.176,standoff,not_held,0.015,0.0,18.0,-0.0
77.210,standoff,not_held,0.015,0.0,18.0,-0.0
77.245,standoff,not_held,0.0158,0.0,18.0,-0.0
77.284,standoff,not_held,0.0158,0.0,18.0,-0.0
77.317,standoff,not_held,0.015,0.0,19.0,-0.0
77.356,standoff,not_held,0.015,0.0,19.0,-0.0
77.393,standoff,not_held,0.015,0.0,19.0,-0.0
77.432,standoff,not_held,0.015,0.0,19.0,-0.0
77.467,standoff,not_held,0.015,0.0,19.0,-0.0
77.505,standoff,not_held,0.015,0.0,19.0,-0.0
77.543,standoff,not_held,0.015,0.0,18.0,-0.0
77.580,standoff,not_held,0.015,0.0,18.0,-0.0
77.618,standoff,not_held,0.015,0.0,18.0,-0.0
77.652,standoff,not_held,0.015,0.0,18.0,-0.0
77.689,standoff,not_held,0.015,0.0,18.0,-0.0
77.723,standoff,not_held,0.015,0.0,18.0,-0.0
77.757,standoff,not_held,0.015,0.0,17.0,-0.0
77.792,standoff,not_held,0.015,0.0,17.0,-0.0
77.830,standoff,not_held,0.015,0.0,17.0,-0.0
77.868,standoff,not_held,0.015,0.0,18.0,-0.0
77.907,standoff,not_held,0.015,0.0,18.0,-0.0
77.945,standoff,not_held,0.015,0.0,18.0,-0.0
77.979,standoff,not_held,0.015,0.0,18.0,-0.0
78.017,standoff,not_held,0.015,0.0,18.0,-0.0
78.056,standoff,not_held,0.015,0.0,18.0,-0.0
78.090,standoff,not_held,0.015,0.0,17.0,-0.0
78.127,standoff,not_held,0.015,0.0,17.0,-0.0
78.160,standoff,not_held,0.0158,0.0,17.0,-0.0
78.193,standoff,not_held,0.0158,0.0,18.0,-0.0
78.229,standoff,not_held,0.0158,0.0,18.0,-0.0
78.267,standoff,not_held,0.0158,0.0,17.0,-0.0
78.302,standoff,not_held,0.0158,0.0,17.0,-0.0
78.340,standoff,not_held,0.0158,0.0,17.0,-0.0
78.380,reach_in,not_held,0.015,0.0,18.0,-0.0
78.413,reach_in,not_held,0.015,0.0,18.0,-0.0
78.446,reach_in,not_held,0.015,0.0,18.0,-0.0
78.483,reach_in,not_held,0.015,0.0,18.0,-0.0
78.517,reach_in,not_held,0.015,0.0,18.0,-0.0
78.555,reach_in,not_held,0.015,0.0,18.0,-0.0
78.591,reach_in,not_held,0.015,0.0,17.0,-0.0
78.625,reach_in,not_held,0.015,0.0,17.0,-0.0
78.660,reach_in,not_held,0.015,0.0,18.0,-0.0
78.695,reach_in,not_held,0.015,0.0,19.0,-0.0
78.730,reach_in,not_held,0.015,0.0,19.0,-0.0
78.767,reach_in,not_held,0.015,0.0,19.0,-0.0
78.805,reach_in,not_held,0.015,0.0,19.0,-0.0
78.843,reach_in,not_held,0.015,0.0,19.0,-0.0
78.877,reach_in,not_held,0.015,0.0,19.0,-0.0
78.911,reach_in,not_held,0.015,0.0,19.0,-0.0
78.945,reach_in,not_held,0.015,0.0,19.0,-0.0
78.981,reach_in,not_held,0.015,0.0,19.0,-0.0
79.020,reach_in,not_held,0.015,0.0,19.0,-0.0
79.053,reach_in,not_held,0.015,0.0,19.0,-0.0
79.088,reach_in,not_held,0.015,0.0,16.0,-0.0
79.125,reach_in,not_held,0.015,0.0,16.0,-0.0
79.163,reach_in,not_held,0.015,0.0,16.0,-0.0
79.201,reach_in,not_held,0.015,0.0,18.0,-0.0
79.237,reach_in,not_held,0.015,0.0,18.0,-0.0
79.270,reach_in,not_held,0.015,0.0,18.0,-0.0
79.303,reach_in,not_held,0.015,0.0,18.0,-0.0
79.342,reach_in,not_held,0.015,0.0,18.0,-0.0
79.380,reach_in,not_held,0.015,0.0,18.0,-0.0
79.414,reach_in,not_held,0.015,0.0,18.0,-0.0
79.448,reach_in,not_held,0.015,0.0,18.0,-0.0
79.484,reach_in,not_held,0.015,0.0,18.0,-0.0
79.517,reach_in,not_held,0.015,0.0,17.0,-0.0
79.552,reach_in,not_held,0.015,0.0,17.0,-0.0
79.590,reach_in,not_held,0.015,0.0,17.0,-0.0
79.626,reach_in,not_held,0.015,0.0,18.0,-0.0
79.660,reach_in,not_held,0.015,0.0,18.0,-0.0
79.693,reach_in,not_held,0.015,0.0,18.0,-0.0
79.728,reach_in,not_held,0.015,0.0,18.0,-0.0
79.770,reach_in,not_held,0.015,0.0,18.0,-0.0
79.806,reach_in,not_held,0.015,0.0,18.0,-0.0
79.840,reach_in,not_held,0.015,0.0,18.0,-0.0
79.878,reach_in,not_held,0.015,0.0,18.0,-0.0
79.913,reach_in,not_held,0.015,0.0,18.0,-0.0
79.950,reach_in,not_held,0.015,0.0,18.0,-0.0
79.988,reach_in,not_held,0.015,0.0,18.0,-0.0
80.024,reach_in,not_held,0.015,0.0,18.0,-0.0
80.058,reach_in,not_held,0.015,0.0,18.0,-0.0
80.096,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.134,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.172,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.210,reach_in,not_held,0.015,0.0,18.0,-0.0
80.244,reach_in,not_held,0.015,0.0,18.0,-0.0
80.283,reach_in,not_held,0.015,0.0,18.0,-0.0
80.318,reach_in,not_held,0.015,0.0,17.0,-0.0
80.356,reach_in,not_held,0.015,0.0,17.0,-0.0
80.394,reach_in,not_held,0.015,0.0,18.0,-0.0
80.429,reach_in,not_held,0.015,0.0,18.0,-0.0
80.467,reach_in,not_held,0.015,0.0,18.0,-0.0
80.505,reach_in,not_held,0.015,0.0,17.0,-0.0
80.541,reach_in,not_held,0.015,0.0,18.0,-0.0
80.575,reach_in,not_held,0.015,0.0,18.0,-0.0
80.610,reach_in,not_held,0.015,0.0,18.0,-0.0
80.644,reach_in,not_held,0.015,0.0,18.0,-0.0
80.683,reach_in,not_held,0.015,0.0,18.0,-0.0
80.718,reach_in,not_held,0.015,0.0,18.0,-0.0
80.753,reach_in,not_held,0.015,0.0,18.0,-0.0
80.792,reach_in,not_held,0.015,0.0,18.0,-0.0
80.826,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.859,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.896,reach_in,not_held,0.0158,0.0,18.0,-0.0
80.933,reach_in,not_held,0.015,0.0,18.0,-0.0
80.968,reach_in,not_held,0.015,0.0,18.0,-0.0
81.004,reach_in,not_held,0.015,0.0,18.0,-0.0
81.043,reach_in,not_held,0.015,0.0,18.0,-0.0
81.080,reach_in,not_held,0.015,0.0,18.0,-0.0
81.115,reach_in,not_held,0.015,0.0,18.0,-0.0
81.152,reach_in,not_held,0.015,0.0,17.0,-0.0
81.190,reach_in,not_held,0.015,0.0,17.0,-0.0
81.223,reach_in,not_held,0.015,0.0,17.0,-0.0
81.257,reach_in,not_held,0.015,0.0,16.0,-0.0
81.294,reach_in,not_held,0.015,0.0,16.0,-0.0
81.328,reach_in,not_held,0.015,0.0,17.0,-0.0
81.362,reach_in,not_held,0.015,0.0,18.0,-0.0
81.400,reach_in,not_held,0.015,0.0,18.0,-0.0
81.439,reach_in,not_held,0.015,0.0,18.0,-0.0
81.476,reach_in,not_held,0.015,0.0,18.0,-0.0
81.511,reach_in,not_held,0.015,0.0,18.0,-0.0
81.547,reach_in,not_held,0.015,0.0,17.0,-0.0
81.582,reach_in,not_held,0.015,0.0,17.0,-0.0
81.616,reach_in,not_held,0.015,0.0,17.0,-0.0
81.650,reach_in,not_held,0.015,0.0,18.0,-0.0
81.684,reach_in,not_held,0.015,0.0,18.0,-0.0
81.720,reach_in,not_held,0.015,0.0,18.0,-0.0
81.759,reach_in,not_held,0.0158,0.0,17.0,-0.0
81.793,reach_in,not_held,0.0158,0.0,17.0,-0.0
81.829,reach_in,not_held,0.0158,0.0,17.0,-0.0
81.863,reach_in,not_held,0.015,0.0,18.0,-0.0
81.897,reach_in,not_held,0.015,0.0,18.0,-0.0
81.934,reach_in,not_held,0.015,0.0,18.0,-0.0
81.969,reach_in,not_held,0.015,0.0,17.0,-0.0
82.007,reach_in,not_held,0.015,0.0,17.0,-0.0
82.045,reach_in,not_held,0.015,0.0,17.0,-0.0
82.084,reach_in,not_held,0.015,0.0,18.0,-0.0
82.117,reach_in,not_held,0.015,0.0,18.0,-0.0
82.152,reach_in,not_held,0.015,0.0,18.0,-0.0
82.187,reach_in,not_held,0.015,0.0,18.0,-0.0
82.225,reach_in,not_held,0.015,0.0,18.0,-0.0
82.262,reach_in,not_held,0.015,0.0,17.0,-0.0
82.295,reach_in,not_held,0.015,0.0,17.0,-0.0
82.330,reach_in,not_held,0.015,0.0,17.0,-0.0
82.366,reach_in,not_held,0.015,0.0,19.0,-0.0
82.404,reach_in,not_held,0.015,0.0,19.0,-0.0
82.440,reach_in,not_held,0.015,0.0,18.0,-0.0
82.475,reach_in,not_held,0.015,0.0,18.0,-0.0
82.509,reach_in,not_held,0.015,0.0,18.0,-0.0
82.544,reach_in,not_held,0.015,0.0,18.0,-0.0
82.579,reach_in,not_held,0.015,0.0,18.0,-0.0
82.615,reach_in,not_held,0.015,0.0,18.0,-0.0
82.650,reach_in,not_held,0.015,0.0,18.0,-0.0
82.689,reach_in,not_held,0.015,0.0,18.0,-0.0
82.722,reach_in,not_held,0.015,0.0,18.0,-0.0
82.759,reach_in,not_held,0.0158,0.0,18.0,-0.0
82.794,reach_in,not_held,0.0158,0.0,18.0,-0.0
82.829,reach_in,not_held,0.0158,0.0,18.0,-0.0
82.867,reach_in,not_held,0.015,0.0,18.0,-0.0
82.903,reach_in,not_held,0.015,0.0,18.0,-0.0
82.941,close,not_held,0.015,0.0278,18.0,-0.0
82.977,close,uncertain,0.015,0.0556,18.0,-0.0
83.015,close,uncertain,0.015,0.0833,18.0,-0.0
83.051,close,uncertain,0.015,0.1111,18.0,-0.0
83.090,close,uncertain,0.0413,0.1389,80.0,-0.1526
83.124,close,uncertain,0.0413,0.1667,80.0,-0.1526
83.162,close,uncertain,0.0489,0.1944,119.0,-0.1997
83.197,close,uncertain,0.0714,0.2222,95.0,-0.3288
83.235,close,uncertain,0.0714,0.25,95.0,-0.3288
83.274,close,uncertain,0.0857,0.2778,165.0,-0.3996
83.312,close,uncertain,0.1142,0.3056,274.0,-0.517
83.347,close,uncertain,0.1142,0.3333,274.0,-0.517
83.385,close,uncertain,0.1624,0.3611,284.0,-0.482
83.420,close,uncertain,0.1624,0.3889,284.0,-0.482
83.455,close,uncertain,0.1624,0.4167,284.0,-0.482
83.491,close,uncertain,0.2166,0.4444,381.0,-0.5762
83.529,close,uncertain,0.2166,0.4722,381.0,-0.5762
83.567,close,uncertain,0.2445,0.5,393.0,-0.588
83.602,close,uncertain,0.276,0.5278,492.0,-0.6584
83.635,close,uncertain,0.276,0.5556,492.0,-0.6584
83.670,close,uncertain,0.276,0.5833,492.0,-0.6584
83.708,close,uncertain,0.355,0.6111,404.0,-0.7644
83.744,close,uncertain,0.355,0.6389,404.0,-0.7644
83.780,close,uncertain,0.3897,0.6667,400.0,-0.7644
83.816,close,uncertain,0.422,0.6944,464.0,-0.6822
83.850,close,uncertain,0.422,0.7222,464.0,-0.6822
83.883,close,uncertain,0.4582,0.75,471.0,-0.7058
83.921,close,uncertain,0.498,0.7778,451.0,-0.7528
83.956,close,uncertain,0.498,0.8056,451.0,-0.7528
83.990,close,uncertain,0.5311,0.8333,426.0,-0.7174
84.025,close,uncertain,0.5657,0.8611,532.0,-0.6587
84.059,close,uncertain,0.5657,0.8889,532.0,-0.6587
84.095,close,uncertain,0.5959,0.9167,520.0,-0.6115
84.133,close,uncertain,0.6206,0.9444,509.0,-0.5646
84.167,close,held,0.6206,0.9722,509.0,-0.5646
84.205,close,held,0.6523,1.0,494.0,-0.6
84.240,close,held,0.6853,1.0,508.0,-0.5882
84.276,close,held,0.6853,1.0,508.0,-0.5882
84.312,close,held,0.7019,1.0,422.0,-0.435
84.350,close,held,0.7079,1.0,423.0,-0.1767
84.384,close,held,0.7079,1.0,423.0,-0.1767
84.418,close,held,0.7094,1.0,408.0,-0.0118
84.452,close,held,0.7094,1.0,408.0,-0.0118
84.487,close,held,0.7094,1.0,408.0,-0.0118
84.524,close,held,0.711,1.0,402.0,-0.0
84.562,close,held,0.711,1.0,402.0,-0.0
84.597,close,held,0.711,1.0,402.0,-0.0
84.633,close,held,0.72,1.0,563.0,-0.0352
84.668,close,held,0.72,1.0,563.0,-0.0352
84.703,close,held,0.72,1.0,563.0,-0.0352
84.739,close,held,0.7418,1.0,801.0,-0.1647
84.777,close,held,0.7418,1.0,801.0,-0.1647
84.811,close,held,0.7433,1.0,785.0,-0.0822
84.846,close,held,0.7433,1.0,804.0,-0.0118
84.884,close,held,0.7433,1.0,804.0,-0.0118
84.920,close,held,0.744,1.0,801.0,-0.0
84.958,close,held,0.744,1.0,793.0,-0.0
84.993,close,held,0.744,1.0,793.0,-0.0
85.027,close,held,0.7433,1.0,793.0,-0.0
85.061,close,held,0.7328,1.0,296.0,0.0822
85.100,close,held,0.7328,1.0,296.0,0.0822
85.134,close,held,0.732,1.0,295.0,0.0822
85.170,close,held,0.732,1.0,300.0,-0.0
85.205,close,held,0.732,1.0,300.0,-0.0
85.241,close,held,0.732,1.0,300.0,-0.0
85.279,close,held,0.732,1.0,301.0,-0.0
85.317,close,held,0.732,1.0,301.0,-0.0
85.354,close,held,0.732,1.0,301.0,-0.0
85.391,close,held,0.732,1.0,300.0,-0.0
85.429,close,held,0.732,1.0,300.0,-0.0
85.467,close,held,0.732,1.0,300.0,-0.0
85.502,close,held,0.732,1.0,300.0,-0.0
85.540,close,held,0.732,1.0,299.0,-0.0
85.576,close,held,0.732,1.0,300.0,-0.0
85.611,close,held,0.732,1.0,300.0,-0.0
85.644,close,held,0.732,1.0,300.0,-0.0
85.679,close,held,0.732,1.0,300.0,-0.0
85.717,close,held,0.732,1.0,300.0,-0.0
85.755,close,held,0.732,1.0,300.0,-0.0
85.790,close,held,0.732,1.0,300.0,-0.0
85.825,close,held,0.732,1.0,300.0,-0.0
85.862,close,held,0.732,1.0,300.0,-0.0
85.895,close,held,0.732,1.0,299.0,-0.0
85.929,close,held,0.732,1.0,299.0,-0.0
85.965,lift,held,0.732,1.0,299.0,-0.0
86.000,lift,held,0.732,1.0,300.0,-0.0
86.038,lift,held,0.732,1.0,300.0,-0.0
86.071,lift,held,0.732,1.0,299.0,-0.0
86.107,lift,held,0.732,1.0,299.0,-0.0
86.141,lift,held,0.732,1.0,299.0,-0.0
86.175,lift,held,0.732,1.0,300.0,-0.0
86.211,lift,held,0.732,1.0,300.0,-0.0
86.245,lift,held,0.732,1.0,300.0,-0.0
86.283,lift,held,0.732,1.0,300.0,-0.0
86.317,lift,held,0.732,1.0,300.0,-0.0
86.352,lift,held,0.732,1.0,300.0,-0.0
86.387,lift,held,0.732,1.0,300.0,-0.0
86.423,lift,held,0.732,1.0,300.0,-0.0
86.460,lift,held,0.732,1.0,300.0,-0.0
86.495,lift,held,0.732,1.0,301.0,-0.0
86.530,lift,held,0.732,1.0,301.0,-0.0
86.569,lift,held,0.732,1.0,300.0,-0.0
86.603,lift,held,0.732,1.0,299.0,-0.0
86.641,lift,held,0.732,1.0,299.0,-0.0
86.675,lift,held,0.732,1.0,299.0,-0.0
86.710,lift,held,0.732,1.0,299.0,-0.0
86.747,lift,held,0.732,1.0,299.0,-0.0
86.782,lift,held,0.732,1.0,299.0,-0.0
86.815,lift,held,0.732,1.0,299.0,-0.0
86.853,lift,held,0.732,1.0,299.0,-0.0
86.888,lift,held,0.732,1.0,299.0,-0.0
86.923,lift,held,0.732,1.0,299.0,-0.0
86.962,lift,held,0.732,1.0,299.0,-0.0
87.000,lift,held,0.732,1.0,299.0,-0.0
87.036,lift,held,0.732,1.0,299.0,-0.0
87.072,lift,held,0.732,1.0,299.0,-0.0
87.110,lift,held,0.732,1.0,299.0,-0.0
87.148,lift,held,0.732,1.0,299.0,-0.0
87.185,lift,held,0.732,1.0,299.0,-0.0
87.222,lift,held,0.732,1.0,299.0,-0.0
87.256,lift,held,0.732,1.0,299.0,-0.0
87.294,lift,held,0.732,1.0,299.0,-0.0
87.333,lift,held,0.732,1.0,299.0,-0.0
87.371,lift,held,0.732,1.0,299.0,-0.0
87.405,lift,held,0.732,1.0,300.0,-0.0
87.442,lift,held,0.732,1.0,300.0,-0.0
87.480,lift,held,0.732,1.0,300.0,-0.0
87.520,lift,held,0.7328,1.0,299.0,-0.0
87.557,lift,held,0.7328,1.0,299.0,-0.0
87.596,lift,held,0.7328,1.0,299.0,-0.0
87.632,lift,held,0.7328,1.0,300.0,-0.0
87.669,lift,held,0.7328,1.0,300.0,-0.0
87.703,lift,held,0.732,1.0,299.0,-0.0
87.739,lift,held,0.732,1.0,299.0,-0.0
87.773,lift,held,0.732,1.0,299.0,-0.0
87.808,lift,held,0.732,1.0,299.0,-0.0
87.843,lift,held,0.732,1.0,299.0,-0.0
87.876,lift,held,0.732,1.0,299.0,-0.0
87.910,lift,held,0.732,1.0,300.0,-0.0
87.945,lift,held,0.732,1.0,300.0,-0.0
87.983,lift,held,0.732,1.0,300.0,-0.0
88.018,lift,held,0.732,1.0,299.0,-0.0
88.052,lift,held,0.732,1.0,299.0,-0.0
88.088,lift,held,0.732,1.0,299.0,-0.0
88.127,lift,held,0.732,1.0,300.0,-0.0
88.162,lift,held,0.732,1.0,300.0,-0.0
88.201,lift,held,0.732,1.0,300.0,-0.0
88.239,lift,held,0.732,1.0,300.0,-0.0
88.276,lift,held,0.732,1.0,300.0,-0.0
88.312,lift,held,0.732,1.0,299.0,-0.0
88.346,lift,held,0.732,1.0,299.0,-0.0
88.384,lift,held,0.732,1.0,299.0,-0.0
88.421,lift,held,0.732,1.0,301.0,-0.0
88.457,lift,held,0.732,1.0,301.0,-0.0
88.493,lift,held,0.732,1.0,301.0,-0.0
88.528,lift,held,0.732,1.0,299.0,-0.0
88.566,lift,held,0.732,1.0,299.0,-0.0
88.604,lift,held,0.732,1.0,299.0,-0.0
88.642,lift,held,0.732,1.0,299.0,-0.0
88.681,lift,held,0.732,1.0,299.0,-0.0
88.719,lift,held,0.732,1.0,299.0,-0.0
88.753,lift,held,0.732,1.0,299.0,-0.0
88.791,lift,held,0.732,1.0,299.0,-0.0
88.829,lift,held,0.732,1.0,299.0,-0.0
88.868,lift,held,0.732,1.0,299.0,-0.0
88.906,lift,held,0.732,1.0,299.0,-0.0
88.943,lift,held,0.732,1.0,299.0,-0.0
88.981,lift,held,0.732,1.0,299.0,-0.0
89.019,lift,held,0.732,1.0,299.0,-0.0
89.057,lift,held,0.732,1.0,299.0,-0.0
89.091,lift,held,0.732,1.0,299.0,-0.0
89.125,lift,held,0.7328,1.0,299.0,-0.0
89.164,lift,held,0.7328,1.0,300.0,-0.0
89.197,lift,held,0.7328,1.0,300.0,-0.0
89.231,lift,held,0.7328,1.0,300.0,-0.0
89.267,lift,held,0.7328,1.0,299.0,-0.0
89.302,lift,held,0.7328,1.0,299.0,-0.0
89.336,lift,held,0.7328,1.0,299.0,-0.0
89.372,lift,held,0.732,1.0,300.0,-0.0
89.411,lift,held,0.732,1.0,300.0,-0.0
89.449,lift,held,0.732,1.0,300.0,-0.0
89.484,lift,held,0.732,1.0,300.0,-0.0
89.519,lift,held,0.732,1.0,300.0,-0.0
89.556,lift,held,0.7328,1.0,299.0,-0.0
89.593,lift,held,0.7328,1.0,299.0,-0.0
89.629,lift,held,0.732,1.0,299.0,-0.0
89.667,lift,held,0.732,1.0,300.0,-0.0
89.705,lift,held,0.732,1.0,300.0,-0.0
89.742,lift,held,0.732,1.0,300.0,-0.0
89.780,lift,held,0.732,1.0,299.0,-0.0
89.816,lift,held,0.732,1.0,299.0,-0.0
89.849,lift,held,0.732,1.0,299.0,-0.0
89.884,lift,held,0.732,1.0,299.0,-0.0
89.919,lift,held,0.732,1.0,299.0,-0.0
89.954,lift,held,0.732,1.0,299.0,-0.0
89.992,lift,held,0.732,1.0,299.0,-0.0
90.026,lift,held,0.732,1.0,299.0,-0.0
90.059,lift,held,0.732,1.0,300.0,-0.0
90.093,lift,held,0.732,1.0,300.0,-0.0
90.132,lift,held,0.732,1.0,300.0,-0.0
90.167,lift,held,0.732,1.0,299.0,-0.0
90.202,lift,held,0.732,1.0,299.0,-0.0
90.240,lift,held,0.732,1.0,299.0,-0.0
90.274,lift,held,0.732,1.0,300.0,-0.0
90.309,lift,held,0.732,1.0,300.0,-0.0
90.347,lift,held,0.732,1.0,301.0,-0.0
90.381,lift,held,0.732,1.0,300.0,-0.0
90.416,lift,held,0.732,1.0,300.0,-0.0
90.452,lift,held,0.732,1.0,299.0,-0.0
90.491,lift,held,0.732,1.0,300.0,-0.0
90.524,lift,held,0.732,1.0,300.0,-0.0
90.559,lift,held,0.732,1.0,300.0,-0.0
90.592,lift,held,0.732,1.0,299.0,-0.0
90.631,lift,held,0.732,1.0,299.0,-0.0
90.668,lift,held,0.732,1.0,300.0,-0.0
90.703,lift,held,0.732,1.0,300.0,-0.0
90.737,lift,held,0.732,1.0,300.0,-0.0
90.775,lift,held,0.732,1.0,300.0,-0.0
90.809,lift,held,0.732,1.0,300.0,-0.0
90.844,lift,held,0.732,1.0,300.0,-0.0
90.883,lift,held,0.732,1.0,299.0,-0.0
90.916,lift,held,0.732,1.0,299.0,-0.0
90.954,lift,held,0.732,1.0,299.0,-0.0
90.988,lift,held,0.732,1.0,299.0,-0.0
91.026,lift,held,0.732,1.0,299.0,-0.0
91.060,lift,held,0.732,1.0,299.0,-0.0
91.097,lift,held,0.732,1.0,300.0,-0.0
91.134,lift,held,0.732,1.0,300.0,-0.0
91.169,lift,held,0.7328,1.0,300.0,-0.0
91.205,lift,held,0.7328,1.0,299.0,-0.0
91.239,lift,held,0.7328,1.0,299.0,-0.0
91.273,lift,held,0.732,1.0,299.0,-0.0
91.312,lift,held,0.732,1.0,299.0,-0.0
91.346,lift,held,0.732,1.0,299.0,-0.0
91.382,lift,held,0.732,1.0,300.0,-0.0
91.421,lift,held,0.732,1.0,301.0,-0.0
91.458,lift,held,0.732,1.0,301.0,-0.0
91.492,lift,held,0.732,1.0,300.0,-0.0
91.526,lift,held,0.732,1.0,300.0,-0.0
91.561,lift,held,0.732,1.0,300.0,-0.0
91.594,lift,held,0.732,1.0,299.0,-0.0
91.631,lift,held,0.732,1.0,299.0,-0.0
91.664,lift,held,0.732,1.0,299.0,-0.0
91.702,lift,held,0.732,1.0,300.0,-0.0
91.737,lift,held,0.732,1.0,300.0,-0.0
91.774,lift,held,0.7328,1.0,300.0,-0.0
91.810,lift,held,0.7328,1.0,299.0,-0.0
91.847,lift,held,0.7328,1.0,299.0,-0.0
91.884,lift,held,0.732,1.0,299.0,-0.0
91.921,lift,held,0.732,1.0,300.0,-0.0
91.954,lift,held,0.732,1.0,300.0,-0.0
91.989,lift,held,0.732,1.0,300.0,-0.0
92.027,lift,held,0.732,1.0,300.0,-0.0
92.062,lift,held,0.732,1.0,300.0,-0.0
92.100,lift,held,0.732,1.0,299.0,-0.0
92.135,lift,held,0.732,1.0,299.0,-0.0
92.173,lift,held,0.732,1.0,299.0,-0.0
92.208,lift,held,0.732,1.0,300.0,-0.0
92.243,lift,held,0.732,1.0,300.0,-0.0
92.280,lift,held,0.732,1.0,300.0,-0.0
92.317,lift,held,0.732,1.0,299.0,-0.0
92.354,lift,held,0.732,1.0,299.0,-0.0
92.393,lift,held,0.732,1.0,299.0,-0.0
94.709,hold,held,0.732,1.0,299.0,-0.0
94.714,hold,held,0.732,1.0,300.0,-0.0
94.749,hold,held,0.732,1.0,300.0,-0.0
94.784,hold,held,0.732,1.0,299.0,-0.0
94.821,hold,held,0.732,1.0,299.0,-0.0
94.859,hold,held,0.7328,1.0,299.0,-0.0
94.894,hold,held,0.7328,1.0,400.0,-0.0
94.933,hold,held,0.7328,1.0,400.0,-0.0
94.969,hold,held,0.732,1.0,400.0,-0.0
95.003,hold,held,0.732,1.0,400.0,-0.0
95.039,hold,held,0.732,1.0,400.0,-0.0
95.073,hold,held,0.732,1.0,400.0,-0.0
95.107,hold,held,0.732,1.0,400.0,-0.0
95.141,hold,held,0.732,1.0,400.0,-0.0
95.176,hold,held,0.732,1.0,400.0,-0.0
95.211,hold,held,0.732,1.0,399.0,-0.0
95.245,hold,held,0.732,1.0,399.0,-0.0
95.284,hold,held,0.732,1.0,399.0,-0.0
95.319,hold,held,0.732,1.0,399.0,-0.0
95.352,hold,held,0.732,1.0,399.0,-0.0
95.386,hold,held,0.732,1.0,399.0,-0.0
95.422,hold,held,0.7395,1.0,552.0,-0.0352
95.455,hold,held,0.7395,1.0,552.0,-0.0352
95.489,hold,held,0.741,1.0,555.0,-0.0352
95.525,hold,held,0.738,1.0,301.0,0.0117
95.561,hold,held,0.738,1.0,301.0,0.0117
95.595,hold,held,0.7373,1.0,299.0,0.0117
95.629,hold,held,0.7328,1.0,301.0,0.0117
95.664,hold,held,0.7328,1.0,301.0,0.0117
95.700,hold,held,0.7328,1.0,300.0,0.0117
95.737,hold,held,0.7328,1.0,300.0,-0.0
95.775,hold,held,0.7328,1.0,300.0,-0.0
95.813,hold,held,0.732,1.0,300.0,-0.0
95.849,hold,held,0.732,1.0,300.0,-0.0
95.884,hold,held,0.732,1.0,300.0,-0.0
95.920,hold,held,0.7328,1.0,300.0,-0.0
95.959,hold,held,0.7328,1.0,300.0,-0.0
95.995,hold,held,0.7328,1.0,300.0,-0.0
96.029,hold,held,0.7328,1.0,300.0,-0.0
96.067,hold,held,0.7328,1.0,300.0,-0.0
96.103,hold,held,0.7328,1.0,300.0,-0.0
96.142,hold,held,0.7328,1.0,299.0,-0.0
96.180,hold,held,0.7328,1.0,299.0,-0.0
96.215,hold,held,0.7328,1.0,299.0,-0.0
96.252,hold,held,0.7328,1.0,299.0,-0.0
96.291,hold,held,0.7328,1.0,299.0,-0.0
96.328,hold,held,0.7328,1.0,299.0,-0.0
96.362,hold,held,0.7328,1.0,299.0,-0.0
96.397,hold,held,0.7328,1.0,299.0,-0.0
96.434,hold,held,0.7328,1.0,300.0,-0.0
96.472,hold,held,0.7328,1.0,300.0,-0.0
96.507,hold,held,0.7328,1.0,299.0,-0.0
96.543,hold,held,0.7328,1.0,299.0,-0.0
96.579,hold,held,0.7328,1.0,299.0,-0.0
96.613,hold,held,0.7328,1.0,299.0,-0.0
96.651,hold,held,0.7328,1.0,299.0,-0.0
96.685,hold,held,0.7328,1.0,299.0,-0.0
96.723,hold,held,0.7328,1.0,299.0,-0.0
96.760,hold,held,0.7328,1.0,299.0,-0.0
96.798,hold,held,0.7328,1.0,299.0,-0.0
96.836,hold,held,0.7328,1.0,300.0,-0.0
96.875,hold,held,0.7328,1.0,300.0,-0.0
96.913,hold,held,0.7328,1.0,300.0,-0.0
96.950,hold,held,0.7328,1.0,300.0,-0.0
96.987,hold,held,0.7328,1.0,300.0,-0.0
97.022,hold,held,0.7328,1.0,300.0,-0.0
97.064,carry,held,0.7328,1.0,299.0,-0.0
97.092,carry,held,0.7328,1.0,299.0,-0.0
97.127,carry,held,0.7328,1.0,299.0,-0.0
97.166,carry,held,0.7328,1.0,299.0,-0.0
97.200,carry,held,0.7328,1.0,299.0,-0.0
