t_s,phase,label,jaw_measured,jaw_commanded,gripper_current,gripper_vel
55.534,back_off,not_held,0.0196,0.0,30.0,-0.0
55.572,back_off,not_held,0.0196,0.0,30.0,-0.0
55.610,back_off,not_held,0.0196,0.0,31.0,-0.0
55.645,back_off,not_held,0.0196,0.0,31.0,-0.0
55.682,back_off,not_held,0.0196,0.0,31.0,-0.0
55.718,back_off,not_held,0.0196,0.0,30.0,-0.0
55.753,back_off,not_held,0.0196,0.0,30.0,-0.0
55.792,back_off,not_held,0.0196,0.0,30.0,-0.0
55.827,back_off,not_held,0.0196,0.0,31.0,-0.0
55.863,back_off,not_held,0.0196,0.0,31.0,-0.0
55.901,back_off,not_held,0.0196,0.0,31.0,-0.0
55.936,back_off,not_held,0.0196,0.0,31.0,-0.0
55.969,back_off,not_held,0.0196,0.0,31.0,-0.0
56.004,back_off,not_held,0.0196,0.0,31.0,-0.0
56.042,back_off,not_held,0.0196,0.0,31.0,-0.0
56.080,back_off,not_held,0.0196,0.0,31.0,-0.0
56.118,back_off,not_held,0.0196,0.0,35.0,-0.0
56.156,clear_failed,not_held,0.0196,0.0,35.0,-0.0
56.189,clear_failed,not_held,0.0196,0.0,35.0,-0.0
56.226,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.265,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.301,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.337,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.372,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.411,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.445,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.480,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.516,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.554,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.592,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.626,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.662,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.700,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.738,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.777,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.816,clear_failed,not_held,0.0196,0.0,31.0,-0.0
56.855,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.894,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.931,clear_failed,not_held,0.0196,0.0,30.0,-0.0
56.967,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.001,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.038,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.075,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.113,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.148,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.183,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.220,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.256,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.293,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.332,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.365,clear_failed,not_held,0.0196,0.0,68.0,-0.0
57.399,clear_failed,not_held,0.0196,0.0,68.0,-0.0
57.434,clear_failed,not_held,0.0196,0.0,68.0,-0.0
57.469,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.505,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.542,clear_failed,not_held,0.0196,0.0,31.0,-0.0
57.580,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.617,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.651,clear_failed,not_held,0.0196,0.0,30.0,-0.0
57.686,clear_failed,not_held,0.0196,0.0,27.0,-0.0
57.719,clear_failed,not_held,0.0196,0.0,27.0,-0.0
57.753,clear_failed,not_held,0.0196,0.0,27.0,-0.0
57.787,clear_failed,not_held,0.0188,0.0,28.0,-0.0
57.825,clear_failed,not_held,0.0188,0.0,28.0,-0.0
57.860,clear_failed,not_held,0.0188,0.0,29.0,-0.0
57.898,clear_failed,not_held,0.0188,0.0,29.0,-0.0
57.940,survey,not_held,0.0188,0.0,29.0,-0.0
57.972,survey,not_held,0.0196,0.0,27.0,-0.0
58.009,survey,not_held,0.0196,0.0,27.0,-0.0
58.046,survey,not_held,0.0196,0.0,27.0,-0.0
58.082,survey,not_held,0.0188,0.0,27.0,-0.0
58.116,survey,not_held,0.0188,0.0,27.0,-0.0
58.154,survey,not_held,0.0188,0.0,27.0,-0.0
58.193,survey,not_held,0.0188,0.0,27.0,-0.0
58.228,survey,not_held,0.0188,0.0,27.0,-0.0
58.265,survey,not_held,0.0188,0.0,27.0,-0.0
58.300,survey,not_held,0.0196,0.0,27.0,-0.0
58.336,survey,not_held,0.0196,0.0,27.0,-0.0
58.369,survey,not_held,0.0188,0.0,30.0,-0.0
58.408,survey,not_held,0.0188,0.0,30.0,-0.0
58.442,survey,not_held,0.0188,0.0,30.0,-0.0
58.475,survey,not_held,0.0196,0.0,30.0,-0.0
58.511,survey,not_held,0.0188,0.0,25.0,-0.0
58.546,survey,not_held,0.0188,0.0,25.0,-0.0
58.584,survey,not_held,0.0188,0.0,25.0,-0.0
58.617,survey,not_held,0.0196,0.0,28.0,-0.0
58.652,survey,not_held,0.0196,0.0,28.0,-0.0
58.691,survey,not_held,0.018,0.0,27.0,-0.0
58.728,survey,not_held,0.018,0.0,27.0,-0.0
58.762,survey,not_held,0.0188,0.0,27.0,-0.0
58.795,survey,not_held,0.0196,0.0,28.0,-0.0
58.831,survey,not_held,0.0196,0.0,28.0,-0.0
58.865,survey,not_held,0.0196,0.0,28.0,-0.0
58.904,survey,not_held,0.0188,0.0,28.0,-0.0
58.942,survey,not_held,0.0188,0.0,28.0,-0.0
58.979,survey,not_held,0.0188,0.0,28.0,-0.0
59.012,survey,not_held,0.0196,0.0,29.0,-0.0
59.049,survey,not_held,0.0196,0.0,29.0,-0.0
59.084,survey,not_held,0.0196,0.0,29.0,-0.0
59.118,survey,not_held,0.0188,0.0,25.0,-0.0
59.152,survey,not_held,0.0188,0.0,25.0,-0.0
59.191,survey,not_held,0.0188,0.0,25.0,-0.0
59.225,survey,not_held,0.0196,0.0,30.0,-0.0
59.259,survey,not_held,0.0196,0.0,30.0,-0.0
59.295,survey,not_held,0.0188,0.0,24.0,-0.0
59.334,survey,not_held,0.0188,0.0,24.0,-0.0
59.372,survey,not_held,0.0188,0.0,23.0,-0.0
59.410,survey,not_held,0.0188,0.0,25.0,-0.0
59.445,survey,not_held,0.0188,0.0,25.0,-0.0
59.480,survey,not_held,0.0188,0.0,25.0,-0.0
59.517,survey,not_held,0.0188,0.0,25.0,-0.0
59.551,survey,not_held,0.0188,0.0,25.0,-0.0
59.588,survey,not_held,0.0188,0.0,25.0,-0.0
59.627,survey,not_held,0.0188,0.0,25.0,-0.0
59.665,survey,not_held,0.0188,0.0,25.0,-0.0
59.701,survey,not_held,0.0196,0.0,26.0,-0.0
59.735,survey,not_held,0.0196,0.0,25.0,-0.0
59.769,survey,not_held,0.0196,0.0,25.0,-0.0
59.808,survey,not_held,0.0188,0.0,27.0,-0.0
59.844,survey,not_held,0.0188,0.0,33.0,-0.0
59.880,survey,not_held,0.0188,0.0,33.0,-0.0
59.917,survey,not_held,0.018,0.0,28.0,-0.0
59.951,survey,not_held,0.018,0.0,28.0,-0.0
59.985,survey,not_held,0.0173,0.0,28.0,-0.0
60.024,survey,not_held,0.0165,0.0,27.0,-0.0
60.060,survey,not_held,0.0165,0.0,27.0,-0.0
60.095,survey,not_held,0.0165,0.0,27.0,-0.0
60.133,survey,not_held,0.0165,0.0,27.0,-0.0
60.168,survey,not_held,0.0165,0.0,27.0,-0.0
60.206,survey,not_held,0.0165,0.0,27.0,-0.0
60.244,survey,not_held,0.0173,0.0,28.0,-0.0
60.279,survey,not_held,0.0173,0.0,28.0,-0.0
60.312,survey,not_held,0.0173,0.0,29.0,-0.0
60.349,survey,not_held,0.0173,0.0,26.0,-0.0
60.383,survey,not_held,0.0173,0.0,26.0,-0.0
60.422,survey,not_held,0.0165,0.0,27.0,-0.0
60.459,survey,not_held,0.0165,0.0,27.0,-0.0
60.495,survey,not_held,0.0165,0.0,27.0,-0.0
60.534,survey,not_held,0.0165,0.0,29.0,-0.0
60.570,survey,not_held,0.0165,0.0,29.0,-0.0
60.605,survey,not_held,0.0165,0.0,29.0,-0.0
60.644,survey,not_held,0.0165,0.0,28.0,-0.0
60.678,survey,not_held,0.0165,0.0,28.0,-0.0
60.712,survey,not_held,0.0165,0.0,28.0,-0.0
60.750,survey,not_held,0.0165,0.0,24.0,-0.0
60.784,survey,not_held,0.0165,0.0,24.0,-0.0
60.821,survey,not_held,0.0165,0.0,24.0,-0.0
60.857,survey,not_held,0.0173,0.0,24.0,-0.0
60.892,survey,not_held,0.0173,0.0,24.0,-0.0
60.929,survey,not_held,0.0173,0.0,24.0,-0.0
60.968,survey,not_held,0.0173,0.0,26.0,-0.0
61.002,survey,not_held,0.0173,0.0,26.0,-0.0
61.038,survey,not_held,0.0173,0.0,26.0,-0.0
61.076,survey,not_held,0.0165,0.0,26.0,-0.0
61.109,survey,not_held,0.0165,0.0,26.0,-0.0
61.145,survey,not_held,0.0173,0.0,26.0,-0.0
61.182,survey,not_held,0.0173,0.0,26.0,-0.0
61.215,survey,not_held,0.0173,0.0,26.0,-0.0
61.249,survey,not_held,0.0165,0.0,27.0,-0.0
61.283,survey,not_held,0.0165,0.0,27.0,-0.0
61.322,survey,not_held,0.0165,0.0,27.0,-0.0
61.360,survey,not_held,0.0173,0.0,30.0,-0.0
61.398,survey,not_held,0.0173,0.0,30.0,-0.0
61.433,survey,not_held,0.0173,0.0,29.0,-0.0
61.471,survey,not_held,0.0165,0.0,25.0,-0.0
61.505,survey,not_held,0.0165,0.0,25.0,-0.0
61.544,survey,not_held,0.0165,0.0,25.0,-0.0
61.582,survey,not_held,0.0165,0.0,28.0,-0.0
61.620,survey,not_held,0.0165,0.0,28.0,-0.0
61.658,survey,not_held,0.0165,0.0,27.0,-0.0
61.696,survey,not_held,0.0165,0.0,27.0,-0.0
61.733,survey,not_held,0.0165,0.0,27.0,-0.0
61.768,survey,not_held,0.0165,0.0,26.0,-0.0
61.804,survey,not_held,0.0165,0.0,26.0,-0.0
61.837,survey,not_held,0.0165,0.0,26.0,-0.0
61.876,survey,not_held,0.0165,0.0,25.0,-0.0
61.910,survey,not_held,0.0165,0.0,25.0,-0.0
61.944,survey,not_held,0.0165,0.0,25.0,-0.0
61.978,survey,not_held,0.0165,0.0,25.0,-0.0
62.016,survey,not_held,0.0173,0.0,29.0,-0.0
62.054,survey,not_held,0.0173,0.0,29.0,-0.0
62.092,survey,not_held,0.0165,0.0,24.0,-0.0
62.127,survey,not_held,0.0165,0.0,24.0,-0.0
62.166,survey,not_held,0.0165,0.0,26.0,-0.0
62.205,survey,not_held,0.0165,0.0,26.0,-0.0
62.243,survey,not_held,0.0165,0.0,26.0,-0.0
62.277,survey,not_held,0.0173,0.0,28.0,-0.0
62.316,survey,not_held,0.0173,0.0,28.0,-0.0
62.353,survey,not_held,0.0173,0.0,27.0,-0.0
62.386,survey,not_held,0.0165,0.0,28.0,-0.0
62.425,survey,not_held,0.0165,0.0,28.0,-0.0
62.459,survey,not_held,0.0165,0.0,28.0,-0.0
62.495,survey,not_held,0.0165,0.0,29.0,-0.0
62.531,survey,not_held,0.0165,0.0,29.0,-0.0
62.566,survey,not_held,0.0165,0.0,29.0,-0.0
62.602,survey,not_held,0.0173,0.0,25.0,-0.0
62.635,survey,not_held,0.0173,0.0,25.0,-0.0
62.671,survey,not_held,0.0173,0.0,25.0,-0.0
62.708,survey,not_held,0.0165,0.0,24.0,-0.0
62.746,survey,not_held,0.0165,0.0,24.0,-0.0
62.785,survey,not_held,0.0165,0.0,24.0,-0.0
62.819,survey,not_held,0.0165,0.0,26.0,-0.0
62.858,survey,not_held,0.0165,0.0,26.0,-0.0
62.892,survey,not_held,0.0165,0.0,30.0,-0.0
62.926,survey,not_held,0.0165,0.0,30.0,-0.0
62.964,survey,not_held,0.0165,0.0,30.0,-0.0
63.001,survey,not_held,0.0165,0.0,25.0,-0.0
63.035,survey,not_held,0.0165,0.0,25.0,-0.0
63.074,survey,not_held,0.0165,0.0,25.0,-0.0
63.110,survey,not_held,0.0165,0.0,28.0,-0.0
63.147,survey,not_held,0.0165,0.0,28.0,-0.0
63.183,survey,not_held,0.0165,0.0,28.0,-0.0
63.219,survey,not_held,0.0165,0.0,31.0,-0.0
63.252,survey,not_held,0.0165,0.0,31.0,-0.0
63.287,survey,not_held,0.0165,0.0,32.0,-0.0
63.325,survey,not_held,0.0165,0.0,27.0,-0.0
63.363,survey,not_held,0.0165,0.0,27.0,-0.0
63.401,survey,not_held,0.0165,0.0,26.0,-0.0
63.439,survey,not_held,0.0165,0.0,26.0,-0.0
63.477,survey,not_held,0.0165,0.0,26.0,-0.0
63.512,survey,not_held,0.0173,0.0,28.0,-0.0
63.546,survey,not_held,0.0173,0.0,28.0,-0.0
63.582,survey,not_held,0.0173,0.0,28.0,-0.0
63.617,survey,not_held,0.0165,0.0,24.0,-0.0
63.651,survey,not_held,0.0165,0.0,24.0,-0.0
63.689,survey,not_held,0.0165,0.0,24.0,-0.0
63.725,survey,not_held,0.0165,0.0,27.0,-0.0
63.760,survey,not_held,0.0165,0.0,27.0,-0.0
63.799,survey,not_held,0.0165,0.0,27.0,-0.0
63.838,survey,not_held,0.0165,0.0,28.0,-0.0
63.872,survey,not_held,0.0165,0.0,28.0,-0.0
63.911,survey,not_held,0.0173,0.0,25.0,-0.0
63.950,survey,not_held,0.0173,0.0,25.0,-0.0
63.986,survey,not_held,0.0173,0.0,25.0,-0.0
64.019,survey,not_held,0.0165,0.0,25.0,-0.0
64.054,survey,not_held,0.0165,0.0,25.0,-0.0
64.092,survey,not_held,0.0165,0.0,25.0,-0.0
64.130,survey,not_held,0.0165,0.0,28.0,-0.0
64.169,survey,not_held,0.0165,0.0,28.0,-0.0
64.207,survey,not_held,0.0165,0.0,28.0,-0.0
64.245,survey,not_held,0.0165,0.0,27.0,-0.0
64.281,survey,not_held,0.0165,0.0,27.0,-0.0
64.316,survey,not_held,0.0173,0.0,26.0,-0.0
64.351,survey,not_held,0.0173,0.0,26.0,-0.0
64.385,survey,not_held,0.0173,0.0,26.0,-0.0
64.420,survey,not_held,0.0165,0.0,28.0,-0.0
64.458,survey,not_held,0.0165,0.0,28.0,-0.0
64.497,survey,not_held,0.0165,0.0,28.0,-0.0
64.532,survey,not_held,0.0173,0.0,24.0,-0.0
64.570,survey,not_held,0.0173,0.0,24.0,-0.0
64.607,survey,not_held,0.0173,0.0,24.0,-0.0
64.646,survey,not_held,0.0173,0.0,29.0,-0.0
64.684,survey,not_held,0.0173,0.0,29.0,-0.0
64.723,survey,not_held,0.0173,0.0,29.0,-0.0
64.761,survey,not_held,0.0165,0.0,25.0,-0.0
64.796,survey,not_held,0.0165,0.0,25.0,-0.0
64.834,survey,not_held,0.0173,0.0,25.0,-0.0
64.869,survey,not_held,0.0173,0.0,25.0,-0.0
66.834,refine,not_held,0.0173,0.0,25.0,-0.0
66.839,refine,not_held,0.0165,0.0,24.0,-0.0
66.878,refine,not_held,0.0165,0.0,24.0,-0.0
66.912,refine,not_held,0.0165,0.0,24.0,-0.0
66.950,refine,not_held,0.0165,0.0,24.0,-0.0
66.984,refine,not_held,0.0173,0.0,52.0,-0.0352
67.021,refine,not_held,0.0173,0.0,52.0,-0.0352
67.060,refine,not_held,0.0173,0.0,52.0,-0.0352
67.098,refine,not_held,0.0165,0.0,20.0,-0.0
67.135,refine,not_held,0.0165,0.0,20.0,-0.0
67.172,refine,not_held,0.0165,0.0,20.0,-0.0
67.206,refine,not_held,0.0165,0.0,19.0,-0.0
67.242,refine,not_held,0.0165,0.0,19.0,-0.0
67.278,refine,not_held,0.0165,0.0,20.0,-0.0
67.316,refine,not_held,0.0158,0.0,20.0,-0.0
67.354,refine,not_held,0.0158,0.0,20.0,-0.0
67.391,refine,not_held,0.0158,0.0,19.0,-0.0
67.425,refine,not_held,0.0165,0.0,24.0,-0.0
67.464,refine,not_held,0.0165,0.0,24.0,-0.0
67.500,refine,not_held,0.0158,0.0,21.0,-0.0
67.536,refine,not_held,0.0158,0.0,21.0,-0.0
67.575,refine,not_held,0.0158,0.0,21.0,-0.0
67.610,refine,not_held,0.0165,0.0,22.0,-0.0
67.648,refine,not_held,0.0165,0.0,22.0,-0.0
67.683,refine,not_held,0.0165,0.0,22.0,-0.0
67.721,refine,not_held,0.0158,0.0,21.0,-0.0
67.755,refine,not_held,0.0158,0.0,21.0,-0.0
67.791,refine,not_held,0.0158,0.0,21.0,-0.0
67.825,refine,not_held,0.0165,0.0,21.0,-0.0
67.859,refine,not_held,0.0165,0.0,21.0,-0.0
67.894,refine,not_held,0.0165,0.0,21.0,-0.0
67.929,refine,not_held,0.0165,0.0,18.0,-0.0
67.967,refine,not_held,0.0165,0.0,18.0,-0.0
68.005,refine,not_held,0.0165,0.0,18.0,-0.0
68.039,refine,not_held,0.0165,0.0,20.0,-0.0
68.076,refine,not_held,0.0165,0.0,20.0,-0.0
68.114,refine,not_held,0.0165,0.0,19.0,-0.0
68.150,refine,not_held,0.0165,0.0,19.0,-0.0
68.185,refine,not_held,0.0165,0.0,19.0,-0.0
68.222,refine,not_held,0.0158,0.0,16.0,-0.0
68.258,refine,not_held,0.0158,0.0,16.0,-0.0
68.295,refine,not_held,0.0158,0.0,16.0,-0.0
68.334,refine,not_held,0.0158,0.0,21.0,-0.0
68.370,refine,not_held,0.0158,0.0,21.0,-0.0
68.408,refine,not_held,0.0158,0.0,20.0,-0.0
68.445,refine,not_held,0.0158,0.0,20.0,-0.0
68.479,refine,not_held,0.0158,0.0,20.0,-0.0
68.517,refine,not_held,0.0158,0.0,20.0,-0.0
68.551,refine,not_held,0.0158,0.0,23.0,-0.0
68.584,refine,not_held,0.0158,0.0,23.0,-0.0
68.620,refine,not_held,0.0158,0.0,23.0,-0.0
68.658,refine,not_held,0.0158,0.0,19.0,-0.0
68.692,refine,not_held,0.0158,0.0,19.0,-0.0
68.726,refine,not_held,0.0158,0.0,19.0,-0.0
68.762,refine,not_held,0.0158,0.0,21.0,-0.0
68.796,refine,not_held,0.0158,0.0,21.0,-0.0
68.832,refine,not_held,0.0158,0.0,22.0,-0.0
68.866,refine,not_held,0.0158,0.0,22.0,-0.0
68.905,refine,not_held,0.0158,0.0,22.0,-0.0
68.943,refine,not_held,0.0158,0.0,22.0,-0.0
68.982,refine,not_held,0.0158,0.0,22.0,-0.0
69.019,refine,not_held,0.0158,0.0,22.0,-0.0
69.057,refine,not_held,0.0165,0.0,18.0,-0.0
69.095,refine,not_held,0.0165,0.0,18.0,-0.0
69.133,refine,not_held,0.0173,0.0,18.0,-0.0
69.167,refine,not_held,0.0165,0.0,22.0,-0.0
69.205,refine,not_held,0.0165,0.0,22.0,-0.0
69.239,refine,not_held,0.0158,0.0,22.0,-0.0
69.278,refine,not_held,0.0165,0.0,19.0,-0.0
69.316,refine,not_held,0.0165,0.0,19.0,-0.0
69.351,refine,not_held,0.0158,0.0,22.0,-0.0
69.386,refine,not_held,0.0158,0.0,22.0,-0.0
69.419,refine,not_held,0.0158,0.0,22.0,-0.0
69.454,refine,not_held,0.0158,0.0,20.0,-0.0
69.489,refine,not_held,0.0158,0.0,20.0,-0.0
69.523,refine,not_held,0.0158,0.0,20.0,-0.0
69.562,refine,not_held,0.0158,0.0,19.0,-0.0
69.595,refine,not_held,0.0158,0.0,19.0,-0.0
69.629,refine,not_held,0.0158,0.0,19.0,-0.0
69.667,refine,not_held,0.0158,0.0,17.0,-0.0
69.703,refine,not_held,0.0158,0.0,17.0,-0.0
69.737,refine,not_held,0.0158,0.0,17.0,-0.0
69.774,refine,not_held,0.0158,0.0,21.0,-0.0
69.808,refine,not_held,0.0158,0.0,21.0,-0.0
69.843,refine,not_held,0.0158,0.0,21.0,-0.0
69.878,refine,not_held,0.0158,0.0,17.0,-0.0
69.916,refine,not_held,0.0158,0.0,17.0,-0.0
69.952,refine,not_held,0.0158,0.0,17.0,-0.0
69.986,refine,not_held,0.0158,0.0,20.0,-0.0
70.021,refine,not_held,0.0158,0.0,20.0,-0.0
70.057,refine,not_held,0.0158,0.0,17.0,-0.0
70.095,refine,not_held,0.0158,0.0,17.0,-0.0
70.130,refine,not_held,0.0158,0.0,17.0,-0.0
70.166,refine,not_held,0.0165,0.0,20.0,-0.0
70.201,refine,not_held,0.0165,0.0,20.0,-0.0
70.238,refine,not_held,0.0165,0.0,20.0,-0.0
70.273,refine,not_held,0.0158,0.0,18.0,-0.0
70.308,refine,not_held,0.0158,0.0,18.0,-0.0
70.346,refine,not_held,0.0158,0.0,18.0,-0.0
70.384,refine,not_held,0.0158,0.0,22.0,-0.0
70.420,refine,not_held,0.0158,0.0,22.0,-0.0
70.454,refine,not_held,0.0158,0.0,22.0,-0.0
70.492,refine,not_held,0.0165,0.0,18.0,-0.0
70.527,refine,not_held,0.0165,0.0,18.0,-0.0
70.561,refine,not_held,0.0165,0.0,18.0,-0.0
70.599,refine,not_held,0.0165,0.0,18.0,-0.0
70.633,refine,not_held,0.0165,0.0,18.0,-0.0
70.668,refine,not_held,0.0165,0.0,18.0,-0.0
70.701,refine,not_held,0.0165,0.0,19.0,-0.0
70.737,refine,not_held,0.0165,0.0,19.0,-0.0
70.775,refine,not_held,0.0165,0.0,19.0,-0.0
70.812,refine,not_held,0.0158,0.0,19.0,-0.0
70.847,refine,not_held,0.0158,0.0,19.0,-0.0
70.883,refine,not_held,0.0165,0.0,21.0,-0.0
70.919,refine,not_held,0.0165,0.0,21.0,-0.0
70.956,refine,not_held,0.0165,0.0,21.0,-0.0
72.998,above,not_held,0.0165,0.0,19.0,-0.0
73.003,above,not_held,0.0158,0.0,18.0,-0.0
73.038,above,not_held,0.0165,0.0,19.0,-0.0
73.076,above,not_held,0.0165,0.0,19.0,-0.0
73.114,above,not_held,0.0165,0.0,19.0,-0.0
73.150,above,not_held,0.0203,0.0,11.0,-0.0352
73.184,above,not_held,0.0203,0.0,11.0,-0.0352
73.218,above,not_held,0.0203,0.0,11.0,-0.0352
73.256,above,not_held,0.0158,0.0,17.0,0.0352
73.295,above,not_held,0.0158,0.0,17.0,0.0352
73.333,above,not_held,0.015,0.0,17.0,0.0352
73.369,above,not_held,0.015,0.0,17.0,-0.0
73.402,above,not_held,0.015,0.0,17.0,-0.0
73.437,above,not_held,0.0158,0.0,17.0,-0.0
73.475,above,not_held,0.0158,0.0,18.0,-0.0
73.509,above,not_held,0.0158,0.0,18.0,-0.0
73.542,above,not_held,0.0158,0.0,18.0,-0.0
73.580,above,not_held,0.0158,0.0,17.0,-0.0
73.614,above,not_held,0.0158,0.0,17.0,-0.0
73.651,above,not_held,0.015,0.0,18.0,-0.0
73.685,above,not_held,0.015,0.0,18.0,-0.0
73.723,above,not_held,0.015,0.0,18.0,-0.0
73.758,above,not_held,0.015,0.0,17.0,-0.0
73.796,above,not_held,0.015,0.0,17.0,-0.0
73.831,above,not_held,0.015,0.0,17.0,-0.0
73.868,above,not_held,0.015,0.0,18.0,-0.0
73.906,above,not_held,0.015,0.0,18.0,-0.0
73.944,above,not_held,0.015,0.0,18.0,-0.0
73.983,above,not_held,0.015,0.0,17.0,-0.0
74.020,above,not_held,0.015,0.0,17.0,-0.0
74.058,above,not_held,0.015,0.0,17.0,-0.0
74.092,above,not_held,0.015,0.0,18.0,-0.0
74.127,above,not_held,0.015,0.0,18.0,-0.0
74.164,above,not_held,0.015,0.0,17.0,-0.0
74.198,above,not_held,0.015,0.0,17.0,-0.0
74.237,above,not_held,0.015,0.0,17.0,-0.0
74.272,above,not_held,0.015,0.0,18.0,-0.0
74.309,above,not_held,0.015,0.0,18.0,-0.0
74.342,above,not_held,0.015,0.0,19.0,-0.0
74.376,above,not_held,0.015,0.0,19.0,-0.0
74.410,above,not_held,0.015,0.0,19.0,-0.0
74.446,above,not_held,0.015,0.0,19.0,-0.0
74.479,above,not_held,0.0158,0.0,18.0,-0.0
74.512,above,not_held,0.0158,0.0,18.0,-0.0
74.546,above,not_held,0.0158,0.0,18.0,-0.0
74.583,above,not_held,0.015,0.0,18.0,-0.0
74.618,above,not_held,0.015,0.0,18.0,-0.0
74.652,above,not_held,0.015,0.0,18.0,-0.0
74.686,above,not_held,0.015,0.0,17.0,-0.0
74.722,above,not_held,0.015,0.0,17.0,-0.0
74.761,above,not_held,0.015,0.0,17.0,-0.0
74.795,above,not_held,0.015,0.0,18.0,-0.0
74.828,above,not_held,0.015,0.0,18.0,-0.0
74.864,above,not_held,0.015,0.0,18.0,-0.0
74.901,above,not_held,0.015,0.0,17.0,-0.0
74.936,above,not_held,0.015,0.0,17.0,-0.0
74.974,above,not_held,0.015,0.0,17.0,-0.0
75.012,above,not_held,0.015,0.0,18.0,-0.0
75.047,above,not_held,0.015,0.0,18.0,-0.0
75.084,above,not_held,0.015,0.0,18.0,-0.0
75.120,above,not_held,0.015,0.0,18.0,-0.0
75.155,above,not_held,0.015,0.0,18.0,-0.0
75.190,above,not_held,0.015,0.0,18.0,-0.0
75.225,above,not_held,0.015,0.0,18.0,-0.0
75.260,above,not_held,0.015,0.0,18.0,-0.0
75.297,above,not_held,0.015,0.0,17.0,-0.0
75.333,above,not_held,0.015,0.0,17.0,-0.0
75.371,above,not_held,0.015,0.0,17.0,-0.0
75.407,above,not_held,0.015,0.0,18.0,-0.0
75.442,above,not_held,0.015,0.0,18.0,-0.0
75.478,above,not_held,0.015,0.0,18.0,-0.0
75.513,above,not_held,0.015,0.0,17.0,-0.0
75.549,above,not_held,0.015,0.0,17.0,-0.0
75.584,above,not_held,0.015,0.0,17.0,-0.0
75.621,above,not_held,0.015,0.0,18.0,-0.0
75.658,above,not_held,0.015,0.0,18.0,-0.0
75.697,above,not_held,0.015,0.0,18.0,-0.0
75.732,above,not_held,0.015,0.0,17.0,-0.0
75.766,above,not_held,0.015,0.0,17.0,-0.0
75.800,above,not_held,0.015,0.0,18.0,-0.0
75.834,above,not_held,0.015,0.0,18.0,-0.0
75.871,above,not_held,0.015,0.0,18.0,-0.0
75.906,above,not_held,0.015,0.0,18.0,-0.0
75.941,above,not_held,0.015,0.0,17.0,-0.0
75.978,above,not_held,0.015,0.0,17.0,-0.0
76.013,above,not_held,0.015,0.0,16.0,-0.0
76.048,above,not_held,0.015,0.0,16.0,-0.0
76.086,above,not_held,0.015,0.0,16.0,-0.0
76.120,above,not_held,0.015,0.0,18.0,-0.0
76.154,above,not_held,0.015,0.0,18.0,-0.0
76.191,above,not_held,0.015,0.0,18.0,-0.0
76.226,above,not_held,0.015,0.0,18.0,-0.0
76.264,above,not_held,0.015,0.0,18.0,-0.0
76.301,above,not_held,0.015,0.0,18.0,-0.0
76.335,above,not_held,0.015,0.0,17.0,-0.0
76.372,above,not_held,0.015,0.0,17.0,-0.0
76.408,above,not_held,0.015,0.0,17.0,-0.0
76.443,above,not_held,0.015,0.0,17.0,-0.0
76.477,above,not_held,0.015,0.0,17.0,-0.0
76.516,standoff,not_held,0.015,0.0,17.0,-0.0
76.551,standoff,not_held,0.015,0.0,18.0,-0.0
76.589,standoff,not_held,0.015,0.0,18.0,-0.0
76.627,standoff,not_held,0.015,0.0,18.0,-0.0
76.662,standoff,not_held,0.015,0.0,18.0,-0.0
76.700,standoff,not_held,0.015,0.0,18.0,-0.0
76.734,standoff,not_held,0.0158,0.0,17.0,-0.0
76.769,standoff,not_held,0.0158,0.0,17.0,-0.0
